file	id	severity	route	family	reason	records	degraded	detail
2-4-4-4.md	2.4.4.4	typed	typed	prose	typed	637-638		
2-4-4-5.md	2.4.4.5	typed	typed	prose	typed	638-640		
2-4-4-6.md	2.4.4.6	typed	typed	prose	typed	640-641		
2-4-4-7.md	2.4.4.7	typed	typed	prose	typed	641-642		
2-4-5.md	2.4.5	typed	typed	prose	typed	642-644		
2-4-5-1.md	2.4.5.1	typed	typed	prose	typed	644-645		
2-4-5-2.md	2.4.5.2	typed	typed	prose	typed	645-649		
2-4-5-3.md	2.4.5.3	typed	typed	prose	typed	649-650		
2-4-5-4.md	2.4.5.4	typed	typed	prose	typed	650-651		
2-4-5-5.md	2.4.5.5	typed	typed	prose	typed	651-653		
2-4-5-6.md	2.4.5.6	typed	typed	prose	typed	653-656		
2-4-5-7.md	2.4.5.7	typed	typed	prose	typed	656-657		
2-4-5-8.md	2.4.5.8	typed	typed	prose	typed	657-658		
2-4-6.md	2.4.6	typed	typed	prose	typed	658-659		
2-4-6-1.md	2.4.6.1	typed	typed	prose	typed	659-660		
2-4-6-2.md	2.4.6.2	typed	typed	prose	typed	660-661		
2-4-6-3.md	2.4.6.3	typed	typed	prose	typed	661-662		
2-4-7.md	2.4.7	typed	typed	prose	typed	662-663		
2-4-7-1.md	2.4.7.1	typed	typed	prose	typed	663-665		
2-4-7-2.md	2.4.7.2	typed	typed	prose	typed	665-668		
2-4-7-3.md	2.4.7.3	typed	typed	prose	typed	668-669		
2-4-7-4.md	2.4.7.4	typed	typed	prose	typed	669-670		
2-4-7-5.md	2.4.7.5	typed	typed	prose	typed	670-671		
2-4-7-6.md	2.4.7.6	typed	typed	prose	typed	671-672		
2-4-7-7.md	2.4.7.7	typed	typed	prose	typed	672-673		
2-4-8.md	2.4.8	typed	typed	prose	typed	673-675		
2-4-8-1.md	2.4.8.1	typed	typed	prose	typed	675-678		
2-4-8-2.md	2.4.8.2	typed	typed	prose	typed	678-682		
2-4-8-3.md	2.4.8.3	typed	typed	prose	typed	682-684		
2-4-8-4.md	2.4.8.4	typed	typed	prose	typed	684-685		
2-4-8-5.md	2.4.8.5	typed	typed	prose	typed	685-687		
2-4-8-6.md	2.4.8.6	typed	typed	prose	typed	687-691		
2-4-8-7.md	2.4.8.7	typed	typed	prose	typed	691-692		
2-4-8-8.md	2.4.8.8	typed	typed	prose	typed	692-693		
2-4-9.md	2.4.9	typed	typed	prose	typed	693-695		
2-4-9-1.md	2.4.9.1	typed	typed	prose	typed	695-697		
2-4-9-2.md	2.4.9.2	typed	typed	prose	typed	697-700		
2-4-9-3.md	2.4.9.3	typed	typed	prose	typed	700-701		
2-4-9-4.md	2.4.9.4	typed	typed	prose	typed	701-702		
2-4-9-5.md	2.4.9.5	typed	typed	prose	typed	702-704		
2-4-9-6.md	2.4.9.6	typed	typed	prose	typed	704-705		
2-4-9-7.md	2.4.9.7	typed	typed	prose	typed	705-706		
2-4-9-8.md	2.4.9.8	typed	typed	prose	typed	706-707		
2-4-10.md	2.4.10	typed	typed	prose	typed	707-710		
2-4-10-1.md	2.4.10.1	typed	typed	prose	typed	710-714		
2-4-10-2.md	2.4.10.2	typed	typed	prose	typed	714-716		
2-4-10-3.md	2.4.10.3	typed	typed	prose	typed	716-718		
2-4-10-4.md	2.4.10.4	typed	typed	prose	typed	718-721		
2-4-10-5.md	2.4.10.5	typed	typed	prose	typed	721-722		
2-4-10-6.md	2.4.10.6	typed	typed	prose	typed	722-725		
2-4-10-7.md	2.4.10.7	typed	typed	prose	typed	725-728		
2-4-10-8.md	2.4.10.8	typed	typed	prose	typed	728-729		
2-4-10-9.md	2.4.10.9	typed	typed	prose	typed	729-730		
2-4-11.md	2.4.11	typed	typed	prose	typed	730-731		
2-4-11-1.md	2.4.11.1	typed	typed	prose	typed	731-733		
2-4-11-2.md	2.4.11.2	typed	typed	prose	typed	733-735		
2-4-11-3.md	2.4.11.3	typed	typed	prose	typed	735-736		
2-4-11-4.md	2.4.11.4	typed	typed	prose	typed	736-737		
2-4-11-5.md	2.4.11.5	typed	typed	prose	typed	737-738		
2-4-11-6.md	2.4.11.6	typed	typed	prose	typed	738-739		
2-4-11-7.md	2.4.11.7	typed	typed	prose	typed	739-740		
2-4-12.md	2.4.12	typed	typed	prose	typed	740-741		
2-4-12-1.md	2.4.12.1	typed	typed	prose	typed	741-742		
2-4-13.md	2.4.13	typed	typed	prose	typed	742-746		
2-4-13-1.md	2.4.13.1	typed	typed	prose	typed	746-748		
2-4-13-2.md	2.4.13.2	typed	typed	prose	typed	748-750		
2-4-13-3.md	2.4.13.3	typed	typed	prose	typed	750-752		
2-4-13-4.md	2.4.13.4	typed	typed	prose	typed	752-753		
2-4-13-5.md	2.4.13.5	typed	typed	prose	typed	753-755		
2-4-13-6.md	2.4.13.6	typed	typed	prose	typed	755-762		
2-4-13-7.md	2.4.13.7	typed	typed	prose	typed	762-763		
2-4-13-8.md	2.4.13.8	typed	typed	prose	typed	763-766		
2-4-13-9.md	2.4.13.9	typed	typed	prose	typed	766-767		
2-4-13-10.md	2.4.13.10	typed	typed	prose	typed	767-768		
2-4-13-11.md	2.4.13.11	typed	typed	prose	typed	768-769		
2-4-14.md	2.4.14	typed	typed	prose	typed	769-770		
2-4-14-1.md	2.4.14.1	typed	typed	prose	typed	770-772		
2-4-14-2.md	2.4.14.2	typed	typed	prose	typed	772-773		
2-4-14-3.md	2.4.14.3	typed	typed	prose	typed	773-775		
2-4-14-4.md	2.4.14.4	typed	typed	prose	typed	775-776		
2-4-14-5.md	2.4.14.5	typed	typed	prose	typed	776-777		
2-4-14-6.md	2.4.14.6	typed	typed	prose	typed	777-778		
2-4-15.md	2.4.15	typed	typed	prose	typed	778-780		
2-4-15-1.md	2.4.15.1	typed	typed	prose	typed	780-782		
2-4-15-2.md	2.4.15.2	typed	typed	prose	typed	782-783		
2-4-15-3.md	2.4.15.3	typed	typed	prose	typed	783-784		
2-4-15-4.md	2.4.15.4	typed	typed	prose	typed	784-785		
2-4-15-5.md	2.4.15.5	typed	typed	prose	typed	785-786		
2-4-15-6.md	2.4.15.6	typed	typed	prose	typed	786-787		
2-4-16.md	2.4.16	typed	typed	prose	typed	787-788		
2-4-16-1.md	2.4.16.1	typed	typed	prose	typed	788-790		
2-4-16-2.md	2.4.16.2	typed	typed	prose	typed	790-792		
2-4-16-3.md	2.4.16.3	typed	typed	prose	typed	792-793		
2-4-16-4.md	2.4.16.4	typed	typed	prose	typed	793-795		
2-4-16-5.md	2.4.16.5	typed	typed	prose	typed	795-796		
2-4-16-6.md	2.4.16.6	typed	typed	prose	typed	796-797		
2-4-16-7.md	2.4.16.7	typed	typed	prose	typed	797-798		
2-4-17.md	2.4.17	typed	typed	prose	typed	798-800		
2-4-17-1.md	2.4.17.1	typed	typed	prose	typed	800-801		
2-4-17-2.md	2.4.17.2	typed	typed	prose	typed	801-804		
2-4-17-3.md	2.4.17.3	typed	typed	prose	typed	804-805		
2-4-17-4.md	2.4.17.4	typed	typed	prose	typed	805-806		
2-4-17-5.md	2.4.17.5	typed	typed	prose	typed	806-808		
2-4-17-6.md	2.4.17.6	typed	typed	prose	typed	808-812		
2-4-17-7.md	2.4.17.7	typed	typed	prose	typed	812-813		
2-4-17-8.md	2.4.17.8	typed	typed	prose	typed	813-814		
2-4-18.md	2.4.18	typed	typed	prose	typed	814-815		
2-4-18-1.md	2.4.18.1	typed	typed	prose	typed	815-816		
2-4-18-2.md	2.4.18.2	typed	typed	prose	typed	816-817		
2-4-18-3.md	2.4.18.3	typed	typed	prose	typed	817-818		
2-5.md	2.5	typed	typed	prose	typed	818-820		
2-5-1.md	2.5.1	typed	typed	prose	typed	820-823		
2-5-2.md	2.5.2	typed	typed	prose	typed	823-826		
2-5-3.md	2.5.3	typed	typed	prose	typed	826-829		
2-5-4.md	2.5.4	typed	typed	prose	typed	829-833		
2-5-5.md	2.5.5	typed	typed	prose	typed	833-836		
2-6.md	2.6	typed	typed	prose	typed	836-837		
2-6-1.md	2.6.1	typed	typed	prose	typed	837-862		
2-6-2.md	2.6.2	typed	typed	prose	typed	862-877		
2-6-3.md	2.6.3	typed	typed	prose	typed	877-881		
2-6-4.md	2.6.4	typed	typed	prose	typed	881-883		
2-6-5.md	2.6.5	typed	typed	prose	typed	883-888		
3-7.md	3.7	typed	typed	prose	typed	890-894		
3-7-1.md	3.7.1	typed	typed	prose	typed	894-896		
3-7-2.md	3.7.2	typed	typed	prose	typed	896-897		
3-7-2-1.md	3.7.2.1	typed	typed	prose	typed	897-898		
3-7-2-2.md	3.7.2.2	typed	typed	prose	typed	898-900		
3-7-2-3.md	3.7.2.3	typed	typed	prose	typed	900-906		
3-7-3.md	3.7.3	typed	typed	prose	typed	906-912		
3-7-4.md	3.7.4	typed	typed	prose	typed	912-913		
3-7-4-1.md	3.7.4.1	typed	typed	prose	typed	913-915		
3-7-4-2.md	3.7.4.2	typed	typed	prose	typed	915-916		
3-7-4-3.md	3.7.4.3	typed	typed	prose	typed	916-919		
3-7-4-4.md	3.7.4.4	typed	typed	prose	typed	919-921		
3-7-4-5.md	3.7.4.5	typed	typed	prose	typed	921-924		
3-7-5.md	3.7.5	typed	typed	prose	typed	924-926		
3-7-5-1.md	3.7.5.1	typed	typed	prose	typed	926-928		
3-7-5-2.md	3.7.5.2	typed	typed	prose	typed	928-929		
3-7-5-3.md	3.7.5.3	best-effort	best-effort		typed-lowering-declined	929-931		prose topic rejected: placeholder run '?' is followed by visible text at record 929 token 238
3-7-5-4.md	3.7.5.4	typed	typed	prose	typed	931-934		
3-7-5-5.md	3.7.5.5	typed	typed	prose	typed	934-935		
3-7-6.md	3.7.6	typed	typed	prose	typed	935-938		
3-7-6-1.md	3.7.6.1	typed	typed	prose	typed	938-940		
3-7-6-2.md	3.7.6.2	typed	typed	prose	typed	940-944		
3-7-7.md	3.7.7	typed	typed	prose	typed	944-945		
3-7-7-1.md	3.7.7.1	typed	typed	prose	typed	945-950		
3-7-7-2.md	3.7.7.2	typed	typed	prose	typed	950-959		
3-7-7-3.md	3.7.7.3	typed	typed	prose	typed	959-962		
3-7-7-4.md	3.7.7.4	typed	typed	prose	typed	962-963		
3-7-8.md	3.7.8	typed	typed	prose	typed	963-975		
3-7-8-1.md	3.7.8.1	typed	typed	prose	typed	975-980		
3-7-8-2.md	3.7.8.2	typed	typed	prose	typed	980-992		
3-8.md	3.8	typed	typed	menu	typed	992-993		
3-8-1.md	3.8.1	typed	typed	prose	typed	993-994		
3-8-1-1.md	3.8.1.1	typed	typed	prose	typed	994-998		
3-8-1-2.md	3.8.1.2	typed	typed	prose	typed	998-999		
3-8-1-3.md	3.8.1.3	typed	typed	prose	typed	999-1007		
3-8-1-4.md	3.8.1.4	typed	typed	prose	typed	1007-1009		
3-8-1-5.md	3.8.1.5	typed	typed	prose	typed	1009-1015		
3-8-1-6.md	3.8.1.6	typed	typed	prose	typed	1015-1032		
3-8-1-7.md	3.8.1.7	typed	typed	prose	typed	1032-1036		
3-8-1-8.md	3.8.1.8	typed	typed	prose	typed	1036-1039		
3-8-1-9.md	3.8.1.9	typed	typed	prose	typed	1039-1040		
3-8-1-9-1.md	3.8.1.9.1	typed	typed	prose	typed	1040-1054		
3-8-1-9-2.md	3.8.1.9.2	typed	typed	prose	typed	1054-1056		
3-8-1-9-3.md	3.8.1.9.3	typed	typed	prose	typed	1056-1057		
3-8-1-9-4.md	3.8.1.9.4	typed	typed	prose	typed	1057-1059		
3-8-1-9-5.md	3.8.1.9.5	typed	typed	prose	typed	1059-1067		
3-8-1-10.md	3.8.1.10	typed	typed	prose	typed	1067-1068		
3-8-1-10-1.md	3.8.1.10.1	typed	typed	prose	typed	1068-1073		
3-8-1-10-2.md	3.8.1.10.2	typed	typed	prose	typed	1073-1093		
3-8-1-11.md	3.8.1.11	typed	typed	prose	typed	1093-1105		
3-8-1-11-1.md	3.8.1.11.1	typed	typed	prose	typed	1105-1108		
3-8-2.md	3.8.2	typed	typed	prose	typed	1108-1110		
3-8-2-1.md	3.8.2.1	typed	typed	prose	typed	1110-1112		
3-8-2-2.md	3.8.2.2	typed	typed	prose	typed	1112-1113		
3-8-2-3.md	3.8.2.3	typed	typed	prose	typed	1113-1114		
3-8-2-4.md	3.8.2.4	typed	typed	prose	typed	1114-1115		
3-8-2-5.md	3.8.2.5	typed	typed	prose	typed	1115-1117		
3-8-2-6.md	3.8.2.6	typed	typed	prose	typed	1117-1121		
3-8-2-7.md	3.8.2.7	typed	typed	prose	typed	1121-1122		
3-8-2-8.md	3.8.2.8	typed	typed	prose	typed	1122-1123		
3-8-3.md	3.8.3	typed	typed	prose	typed	1123-1126		
3-8-3-1.md	3.8.3.1	typed	typed	prose	typed	1126-1129		
3-8-3-2.md	3.8.3.2	typed	typed	prose	typed	1129-1130		
3-8-3-3.md	3.8.3.3	typed	typed	prose	typed	1130-1133		
3-8-3-4.md	3.8.3.4	typed	typed	prose	typed	1133-1135		
3-8-3-5.md	3.8.3.5	typed	typed	prose	typed	1135-1138		
3-8-3-6.md	3.8.3.6	typed	typed	prose	typed	1138-1157		
3-8-3-7.md	3.8.3.7	typed	typed	prose	typed	1157-1160		
3-8-3-8.md	3.8.3.8	typed	typed	prose	typed	1160-1168		
3-8-3-9.md	3.8.3.9	typed	typed	prose	typed	1168-1170		
3-8-3-10.md	3.8.3.10	typed	typed	prose	typed	1170-1172		
3-8-4.md	3.8.4	typed	typed	prose	typed	1172-1173		
3-8-4-1.md	3.8.4.1	typed	typed	prose	typed	1173-1175		
3-8-4-2.md	3.8.4.2	typed	typed	prose	typed	1175-1177		
3-8-4-3.md	3.8.4.3	typed	typed	prose	typed	1177-1178		
3-8-4-4.md	3.8.4.4	typed	typed	prose	typed	1178-1180		
3-8-4-5.md	3.8.4.5	typed	typed	prose	typed	1180-1187		
3-8-4-6.md	3.8.4.6	typed	typed	prose	typed	1187-1189		
3-8-4-7.md	3.8.4.7	typed	typed	prose	typed	1189-1192		
3-8-4-8.md	3.8.4.8	typed	typed	prose	typed	1192-1193		
3-8-4-9.md	3.8.4.9	typed	typed	prose	typed	1193-1194		
3-8-5.md	3.8.5	typed	typed	prose	typed	1194-1195		
3-8-5-1.md	3.8.5.1	typed	typed	prose	typed	1195-1196		
3-8-5-2.md	3.8.5.2	typed	typed	prose	typed	1196-1197		
3-8-5-3.md	3.8.5.3	typed	typed	prose	typed	1197-1198		
3-8-5-4.md	3.8.5.4	typed	typed	prose	typed	1198-1200		
3-8-5-5.md	3.8.5.5	typed	typed	prose	typed	1200-1206		
3-8-5-6.md	3.8.5.6	typed	typed	prose	typed	1206-1207		
3-8-5-7.md	3.8.5.7	typed	typed	prose	typed	1207-1209		
3-8-5-8.md	3.8.5.8	typed	typed	prose	typed	1209-1210		
3-8-5-9.md	3.8.5.9	typed	typed	prose	typed	1210-1211		
3-8-6.md	3.8.6	typed	typed	prose	typed	1211-1212		
3-8-6-1.md	3.8.6.1	typed	typed	prose	typed	1212-1216		
3-8-6-2.md	3.8.6.2	typed	typed	prose	typed	1216-1218		
3-8-6-3.md	3.8.6.3	typed	typed	prose	typed	1218-1222		
3-8-6-4.md	3.8.6.4	typed	typed	prose	typed	1222-1225		
3-8-6-5.md	3.8.6.5	typed	typed	prose	typed	1225-1230		
3-8-6-6.md	3.8.6.6	typed	typed	prose	typed	1230-1233		
3-8-6-7.md	3.8.6.7	typed	typed	prose	typed	1233-1249		
3-8-6-8.md	3.8.6.8	typed	typed	prose	typed	1249-1253		
3-8-6-9.md	3.8.6.9	typed	typed	prose	typed	1253-1259		
3-8-6-10.md	3.8.6.10	typed	typed	prose	typed	1259-1261		
3-8-6-11.md	3.8.6.11	typed	typed	prose	typed	1261-1263		
3-8-6-12.md	3.8.6.12	typed	typed	prose	typed	1263-1266		
3-8-7.md	3.8.7	typed	typed	prose	typed	1266-1267		
3-8-7-1.md	3.8.7.1	typed	typed	prose	typed	1267-1270		
3-8-7-2.md	3.8.7.2	typed	typed	prose	typed	1270-1271		
3-8-7-3.md	3.8.7.3	typed	typed	prose	typed	1271-1275		
3-8-7-4.md	3.8.7.4	typed	typed	prose	typed	1275-1279		
3-8-7-5.md	3.8.7.5	typed	typed	prose	typed	1279-1288		
3-8-7-6.md	3.8.7.6	typed	typed	prose	typed	1288-1290		
3-8-7-7.md	3.8.7.7	typed	typed	prose	typed	1290-1292		
3-8-7-8.md	3.8.7.8	typed	typed	prose	typed	1292-1294		
3-8-7-9.md	3.8.7.9	typed	typed	prose	typed	1294-1295		
3-8-7-10.md	3.8.7.10	typed	typed	prose	typed	1295-1299		
3-8-7-11.md	3.8.7.11	typed	typed	prose	typed	1299-1301		
3-8-7-12.md	3.8.7.12	typed	typed	prose	typed	1301-1304		
3-8-8.md	3.8.8	typed	typed	prose	typed	1304-1305		
3-8-8-1.md	3.8.8.1	typed	typed	prose	typed	1305-1306		
3-8-8-2.md	3.8.8.2	typed	typed	prose	typed	1306-1307		
3-8-8-3.md	3.8.8.3	typed	typed	prose	typed	1307-1308		
3-8-8-4.md	3.8.8.4	typed	typed	prose	typed	1308-1309		
3-8-8-5.md	3.8.8.5	typed	typed	prose	typed	1309-1313		
3-8-8-6.md	3.8.8.6	typed	typed	prose	typed	1313-1314		
3-8-8-7.md	3.8.8.7	typed	typed	prose	typed	1314-1315		
3-8-8-8.md	3.8.8.8	typed	typed	prose	typed	1315-1317		
3-8-8-9.md	3.8.8.9	typed	typed	prose	typed	1317-1319		
3-8-9.md	3.8.9	typed	typed	prose	typed	1319-1320		
3-8-9-1.md	3.8.9.1	typed	typed	prose	typed	1320-1322		
3-8-9-2.md	3.8.9.2	typed	typed	prose	typed	1322-1323		
3-8-9-3.md	3.8.9.3	typed	typed	prose	typed	1323-1324		
3-8-9-4.md	3.8.9.4	typed	typed	prose	typed	1324-1326		
3-8-9-5.md	3.8.9.5	typed	typed	prose	typed	1326-1331		
3-8-9-6.md	3.8.9.6	typed	typed	prose	typed	1331-1332		
3-8-9-7.md	3.8.9.7	typed	typed	prose	typed	1332-1333		
3-8-9-8.md	3.8.9.8	typed	typed	prose	typed	1333-1334		
3-8-9-9.md	3.8.9.9	typed	typed	prose	typed	1334-1335		
3-8-10.md	3.8.10	typed	typed	prose	typed	1335-1336		
3-8-10-1.md	3.8.10.1	typed	typed	prose	typed	1336-1339		
3-8-10-2.md	3.8.10.2	typed	typed	prose	typed	1339-1341		
3-8-10-3.md	3.8.10.3	typed	typed	prose	typed	1341-1344		
3-8-10-4.md	3.8.10.4	typed	typed	prose	typed	1344-1348		
3-8-10-5.md	3.8.10.5	typed	typed	prose	typed	1348-1359		
3-8-10-6.md	3.8.10.6	typed	typed	prose	typed	1359-1360		
3-8-10-7.md	3.8.10.7	typed	typed	prose	typed	1360-1361		
3-8-10-8.md	3.8.10.8	typed	typed	prose	typed	1361-1364		
3-8-10-9.md	3.8.10.9	typed	typed	prose	typed	1364-1366		
3-8-10-10.md	3.8.10.10	typed	typed	prose	typed	1366-1371		
3-8-10-11.md	3.8.10.11	typed	typed	prose	typed	1371-1375		
