file	id	severity	route	family	reason	records	degraded	detail
4-3-4.md	4.3.4	typed	typed	prose	typed	1111-1119		
4-3-5.md	4.3.5	typed	typed	prose	typed	1119-1124		
4-3-6.md	4.3.6	typed	typed	prose	typed	1124-1126		
4-3-6-1.md	4.3.6.1	typed	typed	prose	typed	1126-1129		
4-3-6-2.md	4.3.6.2	typed	typed	prose	typed	1129-1132		
4-3-6-3.md	4.3.6.3	typed	typed	prose	typed	1132-1152		
4-3-6-4.md	4.3.6.4	typed	typed	prose	typed	1152-1163		
4-3-6-5.md	4.3.6.5	typed	typed	prose	typed	1163-1168		
4-3-6-6.md	4.3.6.6	typed	typed	prose	typed	1168-1173		
4-4.md	4.4	typed	typed	prose	typed	1173-1175		
4-4-1.md	4.4.1	typed	typed	prose	typed	1175-1176		
4-4-1-1.md	4.4.1.1	typed	typed	prose	typed	1176-1180		
4-4-1-2.md	4.4.1.2	typed	typed	prose	typed	1180-1208		
4-4-1-3.md	4.4.1.3	typed	typed	prose	typed	1208-1215		
4-4-1-4.md	4.4.1.4	typed	typed	prose	typed	1215-1217		
4-4-1-5.md	4.4.1.5	typed	typed	prose	typed	1217-1218		
4-4-1-6.md	4.4.1.6	typed	typed	prose	typed	1218-1220		
4-4-1-7.md	4.4.1.7	typed	typed	prose	typed	1220-1224		
4-4-1-8.md	4.4.1.8	typed	typed	prose	typed	1224-1226		
4-4-1-9.md	4.4.1.9	typed	typed	prose	typed	1226-1227		
4-4-1-10.md	4.4.1.10	typed	typed	prose	typed	1227-1229		
4-4-1-11.md	4.4.1.11	typed	typed	prose	typed	1229-1233		
4-4-2.md	4.4.2	typed	typed	prose	typed	1233-1234		
4-4-2-1.md	4.4.2.1	typed	typed	prose	typed	1234-1235		
4-4-2-2.md	4.4.2.2	typed	typed	prose	typed	1235-1237		
4-4-2-3.md	4.4.2.3	typed	typed	prose	typed	1237-1238		
4-4-2-4.md	4.4.2.4	typed	typed	prose	typed	1238-1239		
4-4-2-5.md	4.4.2.5	typed	typed	prose	typed	1239-1240		
4-4-2-6.md	4.4.2.6	typed	typed	prose	typed	1240-1241		
4-4-2-7.md	4.4.2.7	typed	typed	prose	typed	1241-1242		
4-4-2-8.md	4.4.2.8	typed	typed	prose	typed	1242-1243		
4-4-2-9.md	4.4.2.9	typed	typed	prose	typed	1243-1244		
4-4-2-10.md	4.4.2.10	typed	typed	prose	typed	1244-1250		
4-5.md	4.5	typed	typed	prose	typed	1250-1252		
4-5-1.md	4.5.1	typed	typed	prose	typed	1252-1254		
4-5-2.md	4.5.2	typed	typed	prose	typed	1254-1255		
4-5-2-1.md	4.5.2.1	typed	typed	prose	typed	1255-1257		
4-5-2-2.md	4.5.2.2	typed	typed	prose	typed	1257-1261		
4-5-2-3.md	4.5.2.3	typed	typed	prose	typed	1261-1263		
4-5-2-4.md	4.5.2.4	typed	typed	prose	typed	1263-1270		
4-5-2-5.md	4.5.2.5	typed	typed	prose	typed	1270-1273		
4-5-3.md	4.5.3	typed	typed	prose	typed	1273-1275		
4-5-4.md	4.5.4	typed	typed	prose	typed	1275-1277		
4-5-4-1.md	4.5.4.1	typed	typed	prose	typed	1277-1283		
appendix1-1.md	APPENDIX1.1	typed	typed	prose	typed	1284-1286		
appendix1-1-1.md	APPENDIX1.1.1	typed	typed	prose	typed	1286-1288		
appendix1-1-1-1.md	APPENDIX1.1.1.1	typed	typed	prose	typed	1288-1289		
appendix1-1-1-2.md	APPENDIX1.1.1.2	typed	typed	prose	typed	1289-1292		
appendix1-1-1-3.md	APPENDIX1.1.1.3	typed	typed	prose	typed	1292-1293		
appendix1-1-1-4.md	APPENDIX1.1.1.4	typed	typed	prose	typed	1293-1297		
appendix1-1-1-5.md	APPENDIX1.1.1.5	typed	typed	prose	typed	1297-1299		
appendix1-1-1-6.md	APPENDIX1.1.1.6	typed	typed	prose	typed	1299-1301		
appendix1-1-1-7.md	APPENDIX1.1.1.7	typed	typed	prose	typed	1301-1303		
appendix1-1-1-8.md	APPENDIX1.1.1.8	typed	typed	prose	typed	1303-1304		
appendix1-1-1-9.md	APPENDIX1.1.1.9	typed	typed	prose	typed	1304-1305		
appendix1-1-1-10.md	APPENDIX1.1.1.10	typed	typed	prose	typed	1305-1306		
appendix1-1-1-11.md	APPENDIX1.1.1.11	typed	typed	prose	typed	1306-1308		
appendix1-1-1-12.md	APPENDIX1.1.1.12	typed	typed	prose	typed	1308-1311		
appendix1-1-1-13.md	APPENDIX1.1.1.13	typed	typed	prose	typed	1311-1312		
appendix1-1-1-14.md	APPENDIX1.1.1.14	typed	typed	prose	typed	1312-1313		
appendix1-1-1-15.md	APPENDIX1.1.1.15	typed	typed	prose	typed	1313-1315		
appendix1-1-1-16.md	APPENDIX1.1.1.16	typed	typed	prose	typed	1315-1320		
appendix1-1-1-17.md	APPENDIX1.1.1.17	typed	typed	prose	typed	1320-1321		
appendix1-1-1-18.md	APPENDIX1.1.1.18	typed	typed	prose	typed	1321-1323		
appendix1-1-1-19.md	APPENDIX1.1.1.19	typed	typed	prose	typed	1323-1324		
appendix1-1-1-20.md	APPENDIX1.1.1.20	typed	typed	prose	typed	1324-1325		
appendix1-1-2.md	APPENDIX1.1.2	typed	typed	prose	typed	1325-1326		
appendix1-1-2-1.md	APPENDIX1.1.2.1	typed	typed	prose	typed	1326-1327		
appendix1-1-2-2.md	APPENDIX1.1.2.2	typed	typed	prose	typed	1327-1328		
appendix1-1-2-3.md	APPENDIX1.1.2.3	typed	typed	prose	typed	1328-1329		
appendix1-1-2-4.md	APPENDIX1.1.2.4	typed	typed	prose	typed	1329-1330		
bibliography.md	BIBLIOGRAPHY	typed	typed	prose	typed	1330-1331		
bibliography-1.md	BIBLIOGRAPHY.1	typed	typed	prose	typed	1331-1335		
bibliography-2.md	BIBLIOGRAPHY.2	typed	typed	prose	typed	1335-1338		
bibliography-3.md	BIBLIOGRAPHY.3	typed	typed	prose	typed	1338-1339		
bibliography-4.md	BIBLIOGRAPHY.4	typed	typed	prose	typed	1339-1340		
bibliography-4-1.md	BIBLIOGRAPHY.4.1	typed	typed	prose	typed	1340-1342		
index.md	INDEX	typed	typed	generated navigation	typed	1342-1362		
# summary	best-effort=5	typed=340	total=345
